agency_id,route_id,route_long_name,route_short_name,route_type,origin,destination,name_length,is_circular,route_type_label,zone
BMTC,45F,Chennamma kere Achukattu - Kempegowda Bus Station,BR2304,3,Chennamma kere Achukattu,Kempegowda Bus Station,49,0,Ordinary Variant,Central
BMTC,BGC-ORRCA,Bagaluru Cross - Outer Ring Road Company Association,BR2682,3,Bagaluru Cross,Outer Ring Road Company Association,52,0,Special,Other
BMTC,286F,KNarayanapura - Kempegowda Bus Station,BR1157,3,KNarayanapura,Kempegowda Bus Station,38,0,Ordinary Variant,Central
BMTC,223G,Doddabasthi - Krishnarajendra Market,BR407,3,Doddabasthi,Krishnarajendra Market,36,0,Ordinary Variant,Central
BMTC,45E,Chennamma kere Achukattu - Kempegowda Bus Station,BR2303,3,Chennamma kere Achukattu,Kempegowda Bus Station,49,0,Ordinary Variant,Central
BMTC,286E,Krishnarajendra Market - Venkateshwara Nagara,BR1156,3,Krishnarajendra Market,Venkateshwara Nagara,45,0,Ordinary Variant,Central
BMTC,223J,Doddabasthi - Central Silk Board,BR409,3,Doddabasthi,Central Silk Board,32,0,Ordinary Variant,Other
BMTC,286D,Krishnarajendra Market - Srirampura,BR1155,3,Krishnarajendra Market,Srirampura,35,0,Ordinary Variant,Central
BMTC,45G,Kempegowda Bus Station - Chennamma kere Achukattu,BR2305,3,Kempegowda Bus Station,Chennamma kere Achukattu,49,0,Ordinary Variant,Central
BMTC,223L,Vishweshwaraiah Layout 1st Block - Krishnarajendra Market,BR410,3,Vishweshwaraiah Layout 1st Block,Krishnarajendra Market,57,0,Ordinary Variant,Central
BMTC,45J,Chennamma kere Achukattu - City Railway Station,BR2306,3,Chennamma kere Achukattu,City Railway Station,47,0,Ordinary Variant,Other
BMTC,HBL-NBS,Hebbala - Navarang Talkies,BR3379,3,Hebbala,Navarang Talkies,26,0,Special,North
BMTC,223N,Krishnarajendra Market - Jnana Jyothi Nagara 2nd Phase,BR411,3,Krishnarajendra Market,Jnana Jyothi Nagara 2nd Phase,54,0,Ordinary Variant,Central
BMTC,286H,Shivajinagar Bus Station - Jakkur Layout,BR1159,3,Shivajinagar Bus Station,Jakkur Layout,40,0,Ordinary Variant,Central
BMTC,45K,Dattatraya Nagara Temple - Kempegowda Bus Station,BR2307,3,Dattatraya Nagara Temple,Kempegowda Bus Station,49,0,Ordinary Variant,Central
BMTC,223P,Upkar Residency Layout - Kempegowda Bus Station,BR412,3,Upkar Residency Layout,Kempegowda Bus Station,47,0,Ordinary Variant,Central
BMTC,223Q,Krishnarajendra Market - Upkar Residency Layout,BR415,3,Krishnarajendra Market,Upkar Residency Layout,47,0,Ordinary Variant,Central
BMTC,285R,Krishnarajendra Market - Chellahalli,BR1143,3,Krishnarajendra Market,Chellahalli,36,0,Ordinary Variant,Central
BMTC,285P,Krishnarajendra Market - Bettanahalli,BR1142,3,Krishnarajendra Market,Bettanahalli,37,0,Ordinary Variant,Central
BMTC,211DA,Krishnarajendra Market - Mallipalya,BR261,3,Krishnarajendra Market,Mallipalya,35,0,Special,Central
BMTC,MSP-ODC,MS Palya - Out Door Clothing Company,BR3779,3,MS Palya,Out Door Clothing Company,36,0,Special,Other
BMTC,285V,Shivajinagar Bus Station - Sonnenahalli,BR1147,3,Shivajinagar Bus Station,Sonnenahalli,39,0,Ordinary Variant,Central
BMTC,285T,Budamanahalli - Krishnarajendra Market,BR1146,3,Budamanahalli,Krishnarajendra Market,38,0,Ordinary Variant,Central
BMTC,285Y,Krishnarajendra Market - Seetha Kempanahalli,BR1150,3,Krishnarajendra Market,Seetha Kempanahalli,44,0,Ordinary Variant,Central
BMTC,336A,Krishnarajendra Market - Kempapura,BR1733,3,Krishnarajendra Market,Kempapura,34,0,Ordinary Variant,Central
BMTC,285Z,Krishnarajendra Market - Suradenapura Yelahanka Road,BR1151,3,Krishnarajendra Market,Suradenapura Yelahanka Road,52,0,Ordinary Variant,North
BMTC,342MA,Krishnarajendra Market - Ganagaluru,BR1775,3,Krishnarajendra Market,Ganagaluru,35,0,Special,Central
BMTC,UNI-MCTC,MCTC Bus Stand - UNITEX,BR4024,3,MCTC Bus Stand,UNITEX,23,0,Special,Other
BMTC,285X,Krishnarajendra Market - Dibbur,BR1149,3,Krishnarajendra Market,Dibbur,31,0,Ordinary Variant,Central
BMTC,223A,Doddabasthi - Shivajinagar Bus Station,BR402,3,Doddabasthi,Shivajinagar Bus Station,38,0,Ordinary Variant,Central
BMTC,223B,Mallathahalli - Shivajinagar Bus Station,BR403,3,Mallathahalli,Shivajinagar Bus Station,40,0,Ordinary Variant,Central
BMTC,336B,Kempegowda Bus Station - Kempapura,BR1734,3,Kempegowda Bus Station,Kempapura,34,0,Ordinary Variant,Central
BMTC,228E,Krishnarajendra Market - Thippuru,BR514,3,Krishnarajendra Market,Thippuru,33,0,Ordinary Variant,Central
BMTC,333B,Kempegowda Bus Station - AECS Layout,BR1691,3,Kempegowda Bus Station,AECS Layout,36,0,Ordinary Variant,Central
BMTC,228G,Krishnarajendra Market - Kenchanapalya,BR516,3,Krishnarajendra Market,Kenchanapalya,38,0,Ordinary Variant,Central
BMTC,228F,Chikka Kuntanahalli - Krishnarajendra Market,BR515,3,Chikka Kuntanahalli,Krishnarajendra Market,44,0,Ordinary Variant,Central
BMTC,228A,Parasanapalya - Krishnarajendra Market,BR511,3,Parasanapalya,Krishnarajendra Market,38,0,Ordinary Variant,Central
BMTC,228C,Dodda Kuntanahalli - Krishnarajendra Market,BR513,3,Dodda Kuntanahalli,Krishnarajendra Market,43,0,Ordinary Variant,Central
BMTC,228B,Krishnarajendra Market - Thittahalli,BR512,3,Krishnarajendra Market,Thittahalli,36,0,Ordinary Variant,Central
BMTC,V-331,Shivajinagar Bus Station - Kadugodi,BR4060,3,Shivajinagar Bus Station,Kadugodi,35,0,Ordinary,East
BMTC,227X,Krishnarajendra Market - Thippagondanahalli Quarters,BR506,3,Krishnarajendra Market,Thippagondanahalli Quarters,52,0,Ordinary Variant,Central
BMTC,227W,Avarehalli - Krishnarajendra Market,BR505,3,Avarehalli,Krishnarajendra Market,35,0,Ordinary Variant,Central
BMTC,227Z,Sugganahalli - Krishnarajendra Market,BR508,3,Sugganahalli,Krishnarajendra Market,37,0,Ordinary Variant,Central
BMTC,227Y,MUKTHINAGA TEMPLE CROSS - Krishnarajendra Market,BR507,3,MUKTHINAGA TEMPLE CROSS,Krishnarajendra Market,48,0,Ordinary Variant,Central
BMTC,250YB,Soundarya Layout - Kempegowda Bus Station,BR804,3,Soundarya Layout,Kempegowda Bus Station,41,0,Special,Central
BMTC,333R,Kempegowda Bus Station - Maratahalli Bridge,BR1705,3,Kempegowda Bus Station,Maratahalli Bridge,43,0,Ordinary Variant,Central
BMTC,333Q,Kempegowda Bus Station - Boganahalli,BR1704,3,Kempegowda Bus Station,Boganahalli,36,0,Ordinary Variant,Central
BMTC,333P,Kempegowda Bus Station - ITPL,BR1703,3,Kempegowda Bus Station,ITPL,29,0,Ordinary Variant,East
BMTC,250YA,Meenakshi Layout - Kempegowda Bus Station,BR803,3,Meenakshi Layout,Kempegowda Bus Station,41,0,Special,Central
BMTC,GABN-SNBS,Shanthinagar TTMC - Globale Academy Bangarappa Nagara,BR3333,3,Shanthinagar TTMC,Globale Academy Bangarappa Nagara,53,0,Special,Other
BMTC,333N,Kempegowda Bus Station - Basavanagara Bus Stand,BR1702,3,Kempegowda Bus Station,Basavanagara Bus Stand,47,0,Ordinary Variant,Central
BMTC,333L,Chandra Layout - Kadugodi,BR1701,3,Chandra Layout,Kadugodi,25,0,Ordinary Variant,East
BMTC,333K,Kempegowda Bus Station - Ambedkar Nagara,BR1700,3,Kempegowda Bus Station,Ambedkar Nagara,40,0,Ordinary Variant,Central
BMTC,228L,Dodda Kuntanahalli - Kempegowda Bus Station,BR520,3,Dodda Kuntanahalli,Kempegowda Bus Station,43,0,Ordinary Variant,Central
BMTC,333J,Kempegowda Bus Station - HAL Main Gate,BR1699,3,Kempegowda Bus Station,HAL Main Gate,38,0,Ordinary Variant,Central
BMTC,AMD-JYS,AMD Private Limited - Jayadeva Signal,BR2614,3,AMD Private Limited,Jayadeva Signal,37,0,Special,Other
BMTC,333H,Kempegowda Bus Station - Munnekolalu,BR1698,3,Kempegowda Bus Station,Munnekolalu,36,0,Ordinary Variant,Central
BMTC,333G,Kempegowda Bus Station - Nallurahalli,BR1697,3,Kempegowda Bus Station,Nallurahalli,37,0,Ordinary Variant,Central
BMTC,228H,Thippuru - Kempegowda Bus Station,BR517,3,Thippuru,Kempegowda Bus Station,33,0,Ordinary Variant,Central
BMTC,333F,Kempegowda Bus Station - Doddanekkundi,BR1696,3,Kempegowda Bus Station,Doddanekkundi,38,0,Ordinary Variant,Central
BMTC,333E,Kempegowda Bus Station - Kadugodi,BR1695,3,Kempegowda Bus Station,Kadugodi,33,0,Ordinary Variant,East
BMTC,TAGR-KRM,Gurukula School Tharahunise - Krishnarajendra Market,BR3987,3,Gurukula School Tharahunise,Krishnarajendra Market,52,0,Special,Central
BMTC,228J,Kempegowda Bus Station - Srinivasapura,BR518,3,Kempegowda Bus Station,Srinivasapura,38,0,Ordinary Variant,Central
BMTC,333D,Kempegowda Bus Station - Chinnappanahalli,BR1694,3,Kempegowda Bus Station,Chinnappanahalli,41,0,Ordinary Variant,Central
BMTC,228K,Bidadi - Kempegowda Bus Station,BR519,3,Bidadi,Kempegowda Bus Station,31,0,Ordinary Variant,Central
BMTC,333C,Kempegowda Bus Station - Basvanagara Bus Station,BR1692,3,Kempegowda Bus Station,Basvanagara Bus Station,48,0,Ordinary Variant,Central
BMTC,334B,Krishnarajendra Market - BNagasandra,BR1707,3,Krishnarajendra Market,BNagasandra,36,0,Ordinary Variant,Central
BMTC,334C,Kempegowda Bus Station - BNagasandra,BR1708,3,Kempegowda Bus Station,BNagasandra,36,0,Ordinary Variant,Central
BMTC,VSD-JBN,Vidhana Soudha - Jai Bhuvaneshwari Nagara,BR4230,3,Vidhana Soudha,Jai Bhuvaneshwari Nagara,41,0,Special,Other
BMTC,229D,Kaggalipura - Krishnarajendra Market,BR523,3,Kaggalipura,Krishnarajendra Market,36,0,Ordinary Variant,Central
BMTC,229A,Gaviyana Palya - Krishnarajendra Market,BR522,3,Gaviyana Palya,Krishnarajendra Market,39,0,Ordinary Variant,Central
BMTC,CBH-SBS,Chikkabettahalli - Shivajinagar Bus Station,BR2830,3,Chikkabettahalli,Shivajinagar Bus Station,43,0,Special,Central
BMTC,V-342,DEPOT-25 HSR Layout - KR Market,BR4087,3,DEPOT-25 HSR Layout,KR Market,31,0,Ordinary,Central
BMTC,KRKG-BEL,Karekall kunigal Road - BEL Circle,BR3641,3,Karekall kunigal Road,BEL Circle,34,0,Special,Other
BMTC,333T,Nagarabhavi BDA Complex - ITPL,BR1706,3,Nagarabhavi BDA Complex,ITPL,30,0,Ordinary Variant,East
BMTC,TGP-MEBP,Talaghattapura Police Station - Manyatha Embasy Business Park,BR3996,3,Talaghattapura Police Station,Manyatha Embasy Business Park,61,0,Special,Other
BMTC,CSB-WGB,Central Silk Board - Wilson Garden Police Station,BR3195,3,Central Silk Board,Wilson Garden Police Station,49,0,Special,Other
BMTC,MRS-SBS,Shivajinagar Bus Station - Marasandra Bagalur,BR3776,3,Shivajinagar Bus Station,Marasandra Bagalur,45,0,Special,Central
BMTC,210UB,Kempegowda Bus Station - Kumaraswamy Layout West,BR247,3,Kempegowda Bus Station,Kumaraswamy Layout West,48,0,Special,Central
BMTC,334E,Domlur - Hosakote Bus Stand,BR1710,3,Domlur,Hosakote Bus Stand,27,0,Ordinary Variant,Other
BMTC,334D,Kempegowda Bus Station - Varthuru,BR1709,3,Kempegowda Bus Station,Varthuru,33,0,Ordinary Variant,Central
BMTC,KBR-SJHS,Kaval Byrasandra - St Joseph High Scholl,BR3516,3,Kaval Byrasandra,St Joseph High Scholl,40,0,Special,Other
BMTC,226A,Kempegowda Bus Station - Hampapura,BR444,3,Kempegowda Bus Station,Hampapura,34,0,Ordinary Variant,Central
BMTC,CCC-1,City Civil Court - City Civil Court,BR2835,3,City Civil Court,City Civil Court,35,1,Ordinary,Other
BMTC,226C,Thimmappana Palya - Krishnarajendra Market,BR446,3,Thimmappana Palya,Krishnarajendra Market,42,0,Ordinary Variant,Central
BMTC,226B,Krishnarajendra Market - Hampapura,BR445,3,Krishnarajendra Market,Hampapura,34,0,Ordinary Variant,Central
BMTC,226E,Channegowdana Doddi - Krishnarajendra Market,BR448,3,Channegowdana Doddi,Krishnarajendra Market,44,0,Ordinary Variant,Central
BMTC,KST-BEML,Kengeri Satelite Town - BEML,BR3658,3,Kengeri Satelite Town,BEML,28,0,Special,South
BMTC,226D,Vajara Halli - Krishnarajendra Market,BR447,3,Vajara Halli,Krishnarajendra Market,37,0,Ordinary Variant,Central
BMTC,330P,Shivajinagar Bus Station - Balagere,BR1683,3,Shivajinagar Bus Station,Balagere,35,0,Ordinary Variant,Central
BMTC,342JB,Kempegowda Bus Station - V Kallahalli Sarjapura Road,BR1771,3,Kempegowda Bus Station,V Kallahalli Sarjapura Road,52,0,Special,Central
BMTC,226N,Bidadi - Kempegowda Bus Station,BR458,3,Bidadi,Kempegowda Bus Station,31,0,Ordinary Variant,Central
BMTC,226P,Karenahalli - Krishnarajendra Market,BR461,3,Karenahalli,Krishnarajendra Market,36,0,Ordinary Variant,Central
BMTC,226Q,Bidadi - Kempegowda Bus Station,BR462,3,Bidadi,Kempegowda Bus Station,31,0,Ordinary Variant,Central
BMTC,226R,Parasanapalya - Krishnarajendra Market,BR463,3,Parasanapalya,Krishnarajendra Market,38,0,Ordinary Variant,Central
BMTC,SBS-BMES,Shivajinagar Bus Station - BM English School Bellahalli,BR3927,3,Shivajinagar Bus Station,BM English School Bellahalli,55,0,Special,Central
BMTC,226S,Anchipura Colony - Krishnarajendra Market,BR464,3,Anchipura Colony,Krishnarajendra Market,41,0,Ordinary Variant,Central
BMTC,226T,Krishnarajendra Market - Talaguppe,BR466,3,Krishnarajendra Market,Talaguppe,34,0,Ordinary Variant,Central
BMTC,226U,Kenchanaguppe - Krishnarajendra Market,BR467,3,Kenchanaguppe,Krishnarajendra Market,38,0,Ordinary Variant,Central
BMTC,D30-YSTF,DEPOT-30 - Yelahanka Satelite Town 5th Phase,BR3230,3,DEPOT-30,Yelahanka Satelite Town 5th Phase,44,0,Special,North
BMTC,226F,Bidadi - Krishnarajendra Market,BR449,3,Bidadi,Krishnarajendra Market,31,0,Ordinary Variant,Central
BMTC,226G,Bidadi - Shivajinagar Bus Station,BR450,3,Bidadi,Shivajinagar Bus Station,33,0,Ordinary Variant,Central
BMTC,226H,Bidadi - Banashankari Bus Station,BR451,3,Bidadi,Banashankari Bus Station,33,0,Ordinary Variant,South
BMTC,331B,Shivajinagar Bus Station - Vaidehi Hospital,BR1687,3,Shivajinagar Bus Station,Vaidehi Hospital,43,0,Ordinary Variant,Central
BMTC,331A,Shivajinagar Bus Station - Kadugodi,BR1686,3,Shivajinagar Bus Station,Kadugodi,35,0,Ordinary Variant,East
BMTC,226J,Thimmappana Palya - Kempegowda Bus Station,BR452,3,Thimmappana Palya,Kempegowda Bus Station,42,0,Ordinary Variant,Central
BMTC,226K,Shanumangala - Krishnarajendra Market,BR453,3,Shanumangala,Krishnarajendra Market,37,0,Ordinary Variant,Central
BMTC,226L,Hakki Pikki Colony - Krishnarajendra Market,BR455,3,Hakki Pikki Colony,Krishnarajendra Market,43,0,Ordinary Variant,Central
BMTC,226M,Krishnarajendra Market - Bidadi,BR456,3,Krishnarajendra Market,Bidadi,31,0,Ordinary Variant,Central
BMTC,331E,Shivajinagar Bus Station - Belathuru,BR1688,3,Shivajinagar Bus Station,Belathuru,36,0,Ordinary Variant,Central
BMTC,227B,Krishnarajendra Market - Tavare Kere,BR477,3,Krishnarajendra Market,Tavare Kere,36,0,Ordinary Variant,Central
BMTC,227A,Krishnarajendra Market - Mayasandra,BR475,3,Krishnarajendra Market,Mayasandra,35,0,Ordinary Variant,Central
BMTC,227F,Chikkanahalli - Krishnarajendra Market,BR483,3,Chikkanahalli,Krishnarajendra Market,38,0,Ordinary Variant,Central
BMTC,227E,Huluvenahalli - Krishnarajendra Market,BR482,3,Huluvenahalli,Krishnarajendra Market,38,0,Ordinary Variant,Central
BMTC,227D,Uddandalli - Krishnarajendra Market,BR481,3,Uddandalli,Krishnarajendra Market,35,0,Ordinary Variant,Central
BMTC,227C,Beemanakuppe - Krishnarajendra Market,BR479,3,Beemanakuppe,Krishnarajendra Market,37,0,Ordinary Variant,Central
BMTC,226Y,Krishnarajendra Market - Katammana Doddi,BR472,3,Krishnarajendra Market,Katammana Doddi,40,0,Ordinary Variant,Central
BMTC,CS-340H,Kempegowda Bus Station - HSR Layout 2nd Sector,BR3145,3,Kempegowda Bus Station,HSR Layout 2nd Sector,46,0,Ordinary Variant,Central
BMTC,226V,Thoredoddi - Krishnarajendra Market,BR468,3,Thoredoddi,Krishnarajendra Market,35,0,Ordinary Variant,Central
BMTC,226Z,Bidadi - Hullalu,BR473,3,Bidadi,Hullalu,16,0,Ordinary Variant,West
BMTC,227Q,Doddamaranahalli - Krishnarajendra Market,BR494,3,Doddamaranahalli,Krishnarajendra Market,41,0,Ordinary Variant,Central
BMTC,227R,Byalalu Janatha Colony - Krishnarajendra Market,BR495,3,Byalalu Janatha Colony,Krishnarajendra Market,47,0,Ordinary Variant,Central
BMTC,CS-340A,Kempegowda Bus Station - Parangipalya,BR3144,3,Kempegowda Bus Station,Parangipalya,37,0,Ordinary Variant,Central
BMTC,227P,Krishnarajendra Market - Hunnigere,BR493,3,Krishnarajendra Market,Hunnigere,34,0,Ordinary Variant,Central
BMTC,227U,Hagalahalli - Krishnarajendra Market,BR499,3,Hagalahalli,Krishnarajendra Market,36,0,Ordinary Variant,Central
BMTC,227V,Manchanabele - Krishnarajendra Market,BR501,3,Manchanabele,Krishnarajendra Market,37,0,Ordinary Variant,Central
BMTC,V-315,Kempegowda Bus Station - K R Puram,BR4053,3,Kempegowda Bus Station,K R Puram,34,0,Ordinary,Central
BMTC,227S,Krishnarajendra Market - Gollahalli,BR497,3,Krishnarajendra Market,Gollahalli,35,0,Ordinary Variant,Central
BMTC,227T,CK Thandya - Krishnarajendra Market,BR498,3,CK Thandya,Krishnarajendra Market,35,0,Ordinary Variant,Central
BMTC,227J,Malligondanahalli - Krishnarajendra Market,BR487,3,Malligondanahalli,Krishnarajendra Market,42,0,Ordinary Variant,Central
BMTC,227G,Krishnarajendra Market - Subbarayappana Palya,BR484,3,Krishnarajendra Market,Subbarayappana Palya,45,0,Ordinary Variant,Central
BMTC,227H,Krishnarajendra Market - Kurubarapalya,BR486,3,Krishnarajendra Market,Kurubarapalya,38,0,Ordinary Variant,Central
BMTC,227M,Krishnarajendra Market - Magadi,BR490,3,Krishnarajendra Market,Magadi,31,0,Ordinary Variant,Central
BMTC,210WA,Kempegowda Bus Station - Thurahalli,BR250,3,Kempegowda Bus Station,Thurahalli,35,0,Special,Central
BMTC,227N,Krishnarajendra Market - Punugumaranahalli,BR491,3,Krishnarajendra Market,Punugumaranahalli,42,0,Ordinary Variant,Central
BMTC,227K,Basammanahalli - Krishnarajendra Market,BR488,3,Basammanahalli,Krishnarajendra Market,39,0,Ordinary Variant,Central
BMTC,227L,Alammana Palya - Krishnarajendra Market,BR489,3,Alammana Palya,Krishnarajendra Market,39,0,Ordinary Variant,Central
BMTC,RTN-SBS,RTNagara - Shivajinagar Bus Station,BR3912,3,RTNagara,Shivajinagar Bus Station,35,0,Special,Central
BMTC,BLCD-ADT,Bellandur Coffee Day - Adithi School,BR2692,3,Bellandur Coffee Day,Adithi School,36,0,Special,Other
BMTC,V-SJP-CSB,Sarjapura Bus Stand - Central Silk Board,BR4188,3,Sarjapura Bus Stand,Central Silk Board,40,0,Special,Other
BMTC,280L,Kempegowda Bus Station - Yarappanahalli,BR1079,3,Kempegowda Bus Station,Yarappanahalli,39,0,Ordinary Variant,Central
BMTC,280M,Krishnarajendra Market - Sampigehalli,BR1080,3,Krishnarajendra Market,Sampigehalli,37,0,Ordinary Variant,Central
BMTC,280K,Kempegowda Bus Station - Mitaganahalli,BR1078,3,Kempegowda Bus Station,Mitaganahalli,38,0,Ordinary Variant,Central
BMTC,223PA,Kempegowda Bus Station - Upkar Residency Layout,BR414,3,Kempegowda Bus Station,Upkar Residency Layout,47,0,Special,Central
BMTC,MRTB-DSC,Dayananda Sagar College - Maratahalli Bridge,BR3777,3,Dayananda Sagar College,Maratahalli Bridge,44,0,Special,Other
BMTC,176D,GKW Layout - Ganga Nagara,BR161,3,GKW Layout,Ganga Nagara,25,0,Ordinary Variant,Other
BMTC,281A,Kempegowda Bus Station - BSF,BR1082,3,Kempegowda Bus Station,BSF,28,0,Ordinary Variant,Central
BMTC,210ZA,Kempegowda Bus Station - Chikkalasandra Ramanjaneya Layout,BR253,3,Kempegowda Bus Station,Chikkalasandra Ramanjaneya Layout,58,0,Special,Central
BMTC,176E,BCC Layout - Kaval Byrasandra,BR162,3,BCC Layout,Kaval Byrasandra,29,0,Ordinary Variant,Other
BMTC,176G,Hampinagara RPC Layout - Ganga Nagara,BR163,3,Hampinagara RPC Layout,Ganga Nagara,37,0,Ordinary Variant,Other
BMTC,176A,MCTC Bus Stand - Kaval Byrasandra,BR158,3,MCTC Bus Stand,Kaval Byrasandra,33,0,Ordinary Variant,Other
BMTC,5F-1,Kengeri TTMC - Bannerghatta Circle,BR2418,3,Kengeri TTMC,Bannerghatta Circle,34,0,Ordinary,South
BMTC,5F-2,Bannerughatta Circle - Kumbalagodu,BR2419,3,Bannerughatta Circle,Kumbalagodu,34,0,Ordinary,Other
BMTC,176C,Chandra Layout - Sulthan Palya,BR159,3,Chandra Layout,Sulthan Palya,30,0,Ordinary Variant,Other
BMTC,5F-3,Bidadi - Girigowdana Doddi,BR2420,3,Bidadi,Girigowdana Doddi,26,0,Ordinary,Other
BMTC,HALLCA-CMHR,HAL-LCA - CMH Road,BR3364,3,HAL-LCA,CMH Road,18,0,Special,Other
BMTC,5F-4,Bidadi Main Bus Stand - KADUJAKKASANDRA,BR2421,3,Bidadi Main Bus Stand,KADUJAKKASANDRA,39,0,Ordinary,Other
BMTC,5F-5,Kengeri TTMC - Gullahatti Kaval,BR2422,3,Kengeri TTMC,Gullahatti Kaval,31,0,Ordinary,South
BMTC,5F-6,Kaggalipura - Kaggalipura,BR2423,3,Kaggalipura,Kaggalipura,25,1,Ordinary,Other
BMTC,281G,Kempegowda Bus Station - Bande Kodigehalli,BR1085,3,Kempegowda Bus Station,Bande Kodigehalli,42,0,Ordinary Variant,Central
BMTC,281F,Kempegowda Bus Station - Mylanahalli,BR1084,3,Kempegowda Bus Station,Mylanahalli,36,0,Ordinary Variant,Central
BMTC,YST-BEL,Yelahanka Satellite Town - BEL Office,BR4267,3,Yelahanka Satellite Town,BEL Office,37,0,Special,North
BMTC,281C,Kempegowda Bus Station - IAF,BR1083,3,Kempegowda Bus Station,IAF,28,0,Ordinary Variant,Central
BMTC,VSD-BDG,Bramha Devara Gudda - Vidhana Soudha,BR4227,3,Bramha Devara Gudda,Vidhana Soudha,36,0,Special,Other
BMTC,CS-342F,Kempegowda Bus Station - Sarjapura Bus Stand,BR3146,3,Kempegowda Bus Station,Sarjapura Bus Stand,44,0,Ordinary Variant,Central
BMTC,330D,Shivajinagar Bus Station - Dodda Kannalli,BR1678,3,Shivajinagar Bus Station,Dodda Kannalli,41,0,Ordinary Variant,Central
BMTC,330E,Shivajinagar Bus Station - Devarabisanahalli,BR1679,3,Shivajinagar Bus Station,Devarabisanahalli,44,0,Ordinary Variant,Central
BMTC,280A,Krishnarajendra Market - Agrahara Layout,BR1074,3,Krishnarajendra Market,Agrahara Layout,40,0,Ordinary Variant,Central
BMTC,CSB-DSCU,DAYANANDA SAGAR COLLEGE - Central Silk Board,BR3189,3,DAYANANDA SAGAR COLLEGE,Central Silk Board,44,0,Special,Other
BMTC,330G,Shivajinagar Bus Station - Doddanekkundi,BR1680,3,Shivajinagar Bus Station,Doddanekkundi,40,0,Ordinary Variant,Central
BMTC,330A,Shivajinagar Bus Station - Lal Bahadur Shastri Nagara,BR1675,3,Shivajinagar Bus Station,Lal Bahadur Shastri Nagara,53,0,Ordinary Variant,Central
BMTC,330B,Shivajinagar Bus Station - AECS Layout,BR1676,3,Shivajinagar Bus Station,AECS Layout,38,0,Ordinary Variant,Central
BMTC,330C,Shivajinagar Bus Station - Basvanagara Bus Station,BR1677,3,Shivajinagar Bus Station,Basvanagara Bus Station,50,0,Ordinary Variant,Central
BMTC,280F,Yelahanka - Hosakote Bus Stand,BR1077,3,Yelahanka,Hosakote Bus Stand,30,0,Ordinary Variant,North
BMTC,330M,Shivajinagar Bus Station - Ashwath Nagara,BR1682,3,Shivajinagar Bus Station,Ashwath Nagara,41,0,Ordinary Variant,Central
BMTC,NBC-VPS,Nagarabhavi Circle - Vidyanikethan Public School,BR3789,3,Nagarabhavi Circle,Vidyanikethan Public School,48,0,Special,Other
BMTC,280C,Krishnarajendra Market - Maruthi Nagara Kannur Road,BR1075,3,Krishnarajendra Market,Maruthi Nagara Kannur Road,51,0,Ordinary Variant,Central
BMTC,330H,Shivajinagar Bus Station - Munnekolalu,BR1681,3,Shivajinagar Bus Station,Munnekolalu,38,0,Ordinary Variant,Central
BMTC,280E,Krishnarajendra Market - Kannuru,BR1076,3,Krishnarajendra Market,Kannuru,32,0,Ordinary Variant,Central
BMTC,GEC-ADT,Golden Enclave - Adithi School,BR3338,3,Golden Enclave,Adithi School,30,0,Special,Other
BMTC,MEBP-KDGB,Manyatha Tech Park - Kadugodi,BR3711,3,Manyatha Tech Park,Kadugodi,29,0,Special,East
BMTC,CS-343E,Kempegowda Bus Station - Beguru,BR3147,3,Kempegowda Bus Station,Beguru,31,0,Ordinary Variant,Central
BMTC,KMT-KMN-KRNHL,Karenahalli - Krishnarajendra Market,BR3620,3,Karenahalli,Krishnarajendra Market,36,0,Special,Central
BMTC,KRKG-KBS,Karekall kunigal Road - Kempegowda Bus Station,BR3642,3,Karekall kunigal Road,Kempegowda Bus Station,46,0,Special,Central
BMTC,GNR-KMT,Ganga Nagara - Krishnarajendra Market,BR3352,3,Ganga Nagara,Krishnarajendra Market,37,0,Special,Central
BMTC,DRP-ODC,Rajkumar Samadhi - Out Door Clothing Company,BR3292,3,Rajkumar Samadhi,Out Door Clothing Company,44,0,Special,Other
BMTC,INDG-ORRCA,India Garrage Lower Agrram Road - Outer Ring Road Company Association,BR3413,3,India Garrage Lower Agrram Road,Outer Ring Road Company Association,69,0,Special,Other
BMTC,BMT22-JHIQ,Depot 22 - ISRO Quarters,BR2746,3,Depot 22,ISRO Quarters,24,0,Special,Other
BMTC,174A,Nandhini Layout Bus Station - Koramangala,BR155,3,Nandhini Layout Bus Station,Koramangala,41,0,Ordinary Variant,Other
BMTC,JPV-252D,Kempegowda Bus Station - Rajani Farm,BR3479,3,Kempegowda Bus Station,Rajani Farm,36,0,Ordinary Variant,Central
BMTC,D25-KBS,Depot-25-BS - Kempegowda Bus Station,BR3227,3,Depot-25-BS,Kempegowda Bus Station,36,0,Special,Central
BMTC,BMSD-BTP,Bommasandra - Bagmane Teck Park,BR2699,3,Bommasandra,Bagmane Teck Park,31,0,Special,Other
BMTC,375GA,Koramangala - Bidadi,BR2091,3,Koramangala,Bidadi,20,0,Special,Other
BMTC,KUSA-JFWTC,Shirke Bus Stand - JFWTC-ITPL,BR3664,3,Shirke Bus Stand,JFWTC-ITPL,29,0,Special,East
BMTC,173A,Koramangala - Chowdeshwari Bus Stand JP Park,BR153,3,Koramangala,Chowdeshwari Bus Stand JP Park,44,0,Ordinary Variant,Other
